record_id,redcap_event_name,start_time,citation,accurate,thorough,useful,organized,comprehensible,succinct,abstraction,synthesized,voice_note,voice_summ,end_time,pdqsi9_complete
1034,human_evaluations_arm_4,12/2/24 12:15,5,5,5,4,3,5,2,1,3,0,0,12/2/24 12:21,2
1035,human_evaluations_arm_4,11/14/24 11:42,5,5,4,2,3,2,4,1,3,0,0,11/14/24 11:48,2
1036,human_evaluations_arm_4,10/28/24 9:21,1,1,4,4,2,5,1,1,3,0,0,10/28/24 9:32,2
1037,human_evaluations_arm_4,,5,1,5,5,5,5,4,1,3,0,0,11/7/24 11:00,2
1038,human_evaluations_arm_4,11/7/24 10:30,1,5,3,2,1,4,1,1,3,0,0,11/7/24 10:35,2
1039,human_evaluations_arm_4,11/26/24 15:59,5,5,4,2,3,5,5,1,4,0,0,11/26/24 16:10,2
1040,human_evaluations_arm_4,,1,3,4,2,1,4,4,1,2,0,0,11/6/24 9:22,2
1041,human_evaluations_arm_4,11/7/24 9:01,5,5,4,5,5,4,2,1,4,0,0,11/7/24 9:10,2
1042,human_evaluations_arm_4,11/30/24 5:08,1,5,3,4,5,5,4,0,,0,0,11/30/24 5:15,2
1043,human_evaluations_arm_4,11/12/24 12:47,1,5,3,2,1,1,1,1,2,0,0,11/12/24 12:59,2
1044,human_evaluations_arm_4,12/2/24 12:24,2,4,1,1,2,5,2,1,2,0,0,12/2/24 12:28,2
1045,human_evaluations_arm_4,12/3/24 9:35,5,5,4,5,3,5,5,1,4,0,0,12/3/24 9:44,2
1046,human_evaluations_arm_4,12/3/24 10:02,5,5,5,4,4,5,3,0,,0,0,12/3/24 10:03,2
1047,human_evaluations_arm_4,12/3/24 10:05,1,5,5,5,5,5,5,0,,0,0,12/3/24 11:05,2
1048,human_evaluations_arm_4,12/4/24 13:22,5,4,4,5,5,5,5,0,,1,0,12/4/24 13:41,2
1049,human_evaluations_arm_4,12/4/24 13:41,5,4,5,2,3,2,4,0,,0,0,12/4/24 13:45,2
1050,human_evaluations_arm_4,12/4/24 13:50,5,5,5,4,4,5,5,0,,0,0,12/4/24 14:04,2
1051,human_evaluations_arm_4,12/4/24 14:04,5,5,5,5,5,5,5,0,,0,0,12/4/24 14:11,2
1052,human_evaluations_arm_4,12/5/24 11:29,1,5,3,3,2,5,2,0,,0,0,12/5/24 11:35,2
1053,human_evaluations_arm_4,12/5/24 11:35,1,4,5,5,5,3,4,0,,0,0,12/5/24 11:49,2
1054,human_evaluations_arm_4,12/5/24 11:51,1,5,4,2,4,4,4,1,3,0,0,12/5/24 11:55,2
1055,human_evaluations_arm_4,12/9/24 2:25,1,1,4,3,3,5,1,1,3,0,0,12/9/24 2:26,2
1056,human_evaluations_arm_4,12/9/24 2:59,1,4,4,2,2,5,1,1,4,0,0,12/9/24 3:04,2
1057,human_evaluations_arm_4,12/9/24 3:08,1,5,4,2,1,2,5,0,,0,0,12/9/24 3:24,2
1058,human_evaluations_arm_4,12/9/24 3:24,1,1,5,2,3,5,1,0,,0,0,12/9/24 4:01,2
1059,human_evaluations_arm_4,12/9/24 5:29,5,4,3,5,4,5,5,1,4,0,0,12/9/24 5:35,2
1060,human_evaluations_arm_4,12/9/24 5:41,5,5,5,5,1,5,1,1,2,0,0,12/9/24 5:57,2
1061,human_evaluations_arm_4,12/9/24 5:57,1,3,5,4,3,3,4,1,5,0,0,12/9/24 6:28,2
1062,human_evaluations_arm_4,12/9/24 6:28,1,5,5,5,4,5,5,1,3,0,0,12/9/24 6:34,2
1063,human_evaluations_arm_4,12/9/24 6:34,1,4,5,4,3,4,4,1,5,0,0,12/9/24 6:43,2
1064,human_evaluations_arm_4,,,,,,,,,,,,,,0
1065,human_evaluations_arm_4,,,,,,,,,,,,,,0
1066,human_evaluations_arm_4,,,,,,,,,,,,,,0
1067,human_evaluations_arm_4,,1,4,2,3,3,4,1,1,3,0,0,,2
1068,human_evaluations_arm_4,,,,,,,,,,,,,,0
1069,human_evaluations_arm_4,,,,,,,,,,,,,,0
1070,human_evaluations_arm_4,,,,,,,,,,,,,,0
1071,human_evaluations_arm_4,,,,,,,,,,,,,,0
1072,human_evaluations_arm_4,,,,,,,,,,,,,,0
1073,human_evaluations_arm_4,,,,,,,,,,,,,,0
1074,human_evaluations_arm_4,,,,,,,,,,,,,,0
1075,human_evaluations_arm_4,,,,,,,,,,,,,,0
1076,human_evaluations_arm_4,,,,,,,,,,,,,,0
1077,human_evaluations_arm_4,,,,,,,,,,,,,,0
1078,human_evaluations_arm_4,,,,,,,,,,,,,,0
1079,human_evaluations_arm_4,,,,,,,,,,,,,,0
1080,human_evaluations_arm_4,,,,,,,,,,,,,,0
1081,human_evaluations_arm_4,,,,,,,,,,,,,,0
1082,human_evaluations_arm_4,,,,,,,,,,,,,,0
1083,human_evaluations_arm_4,,,,,,,,,,,,,,0
1084,human_evaluations_arm_4,,,,,,,,,,,,,,0
1085,human_evaluations_arm_4,,,,,,,,,,,,,,0
1086,human_evaluations_arm_4,,,,,,,,,,,,,,0
1087,human_evaluations_arm_4,,,,,,,,,,,,,,0
1088,human_evaluations_arm_4,11/9/24 4:09,1,5,5,2,2,3,1,1,3,0,0,11/9/24 4:17,2
1089,human_evaluations_arm_4,,,,,,,,,,,,,,0
1090,human_evaluations_arm_4,,,,,,,,,,,,,,0
1091,human_evaluations_arm_4,,,,,,,,,,,,,,0
1092,human_evaluations_arm_4,,,,,,,,,,,,,,0
1093,human_evaluations_arm_4,,,,,,,,,,,,,,0
1094,human_evaluations_arm_4,,,,,,,,,,,,,,0
1095,human_evaluations_arm_4,,,,,,,,,,,,,,0
1096,human_evaluations_arm_4,10/21/24 21:02,4,5,5,3,3,2,4,1,3,0,0,10/21/24 21:11,2
1097,human_evaluations_arm_4,10/31/24 9:19,1,2,5,2,2,4,2,1,3,0,0,10/31/24 9:29,2
1098,human_evaluations_arm_4,,,,,,,,,,,,,,0
1099,human_evaluations_arm_4,,,,,,,,,,,,,,0
1100,human_evaluations_arm_4,,,,,,,,,,,,,,0
1101,human_evaluations_arm_4,,,,,,,,,,,,,,0
1102,human_evaluations_arm_4,,,,,,,,,,,,,,0
1103,human_evaluations_arm_4,,,,,,,,,,,,,,0
1104,human_evaluations_arm_4,,,,,,,,,,,,,,0
1105,human_evaluations_arm_4,,1,5,1,2,2,3,2,1,1,0,0,,2
1106,human_evaluations_arm_4,,,,,,,,,,,,,,0
1107,human_evaluations_arm_4,,,,,,,,,,,,,,0
1108,human_evaluations_arm_4,,,,,,,,,,,,,,0
1109,human_evaluations_arm_4,,,,,,,,,,,,,,0
1110,human_evaluations_arm_4,,,,,,,,,,,,,,0
1111,human_evaluations_arm_4,,,,,,,,,,,,,,0
1112,human_evaluations_arm_4,,,,,,,,,,,,,,0
1113,human_evaluations_arm_4,,,,,,,,,,,,,,0
1114,human_evaluations_arm_4,,,,,,,,,,,,,,0
1115,human_evaluations_arm_4,,,,,,,,,,,,,,0
1116,human_evaluations_arm_4,,,,,,,,,,,,,,0
1117,human_evaluations_arm_4,,,,,,,,,,,,,,0
1118,human_evaluations_arm_4,,,,,,,,,,,,,,0
1119,human_evaluations_arm_4,,,,,,,,,,,,,,0
1120,human_evaluations_arm_4,,,,,,,,,,,,,,0
1121,human_evaluations_arm_4,,,,,,,,,,,,,,0
1122,human_evaluations_arm_4,,,,,,,,,,,,,,0
1123,human_evaluations_arm_4,,,,,,,,,,,,,,0
1124,human_evaluations_arm_4,,,,,,,,,,,,,,0
1125,human_evaluations_arm_4,,,,,,,,,,,,,,0
1126,human_evaluations_arm_4,,,,,,,,,,,,,,0
1127,human_evaluations_arm_4,,,,,,,,,,,,,,0
1128,human_evaluations_arm_4,,,,,,,,,,,,,,0
1129,human_evaluations_arm_4,,,,,,,,,,,,,,0
1130,human_evaluations_arm_4,,,,,,,,,,,,,,0
1131,human_evaluations_arm_4,,,,,,,,,,,,,,0
1132,human_evaluations_arm_4,,,,,,,,,,,,,,0
1133,human_evaluations_arm_4,,,,,,,,,,,,,,0
1134,human_evaluations_arm_4,,,,,,,,,,,,,,0
1135,human_evaluations_arm_4,,,,,,,,,,,,,,0
1136,human_evaluations_arm_4,,,,,,,,,,,,,,0
1137,human_evaluations_arm_4,,,,,,,,,,,,,,0
1138,human_evaluations_arm_4,10/18/24 8:47,2,5,5,4,3,4,3,1,3,0,0,10/18/24 9:01,2
1139,human_evaluations_arm_4,,,,,,,,,,,,,,0
1140,human_evaluations_arm_4,,,,,,,,,,,,,,0
1141,human_evaluations_arm_4,,,,,,,,,,,,,,0
1142,human_evaluations_arm_4,,,,,,,,,,,,,,0
1143,human_evaluations_arm_4,,,,,,,,,,,,,,0
1144,human_evaluations_arm_4,,,,,,,,,,,,,,0
1145,human_evaluations_arm_4,,,,,,,,,,,,,,0
1146,human_evaluations_arm_4,,,,,,,,,,,,,,0
1147,human_evaluations_arm_4,,,,,,,,,,,,,,0
1148,human_evaluations_arm_4,,,,,,,,,,,,,,0
1149,human_evaluations_arm_4,,,,,,,,,,,,,,0
1150,human_evaluations_arm_4,,,,,,,,,,,,,,0
1151,human_evaluations_arm_4,,,,,,,,,,,,,,0
1152,human_evaluations_arm_4,,,,,,,,,,,,,,0
1153,human_evaluations_arm_4,,,,,,,,,,,,,,0
1154,human_evaluations_arm_4,,,,,,,,,,,,,,0
1155,human_evaluations_arm_4,,,,,,,,,,,,,,0
1156,human_evaluations_arm_4,,,,,,,,,,,,,,0
1157,human_evaluations_arm_4,,,,,,,,,,,,,,0
1158,human_evaluations_arm_4,,,,,,,,,,,,,,0
1159,human_evaluations_arm_4,,,,,,,,,,,,,,0
1160,human_evaluations_arm_4,,,,,,,,,,,,,,0
1161,human_evaluations_arm_4,,,,,,,,,,,,,,0
1162,human_evaluations_arm_4,,,,,,,,,,,,,,0
1163,human_evaluations_arm_4,,,,,,,,,,,,,,0
1164,human_evaluations_arm_4,,,,,,,,,,,,,,0
1165,human_evaluations_arm_4,,,,,,,,,,,,,,0
1166,human_evaluations_arm_4,,,,,,,,,,,,,,0
1167,human_evaluations_arm_4,,,,,,,,,,,,,,0
1168,human_evaluations_arm_4,,,,,,,,,,,,,,0
1169,human_evaluations_arm_4,,,,,,,,,,,,,,0
1170,human_evaluations_arm_4,,,,,,,,,,,,,,0
1171,human_evaluations_arm_4,,,,,,,,,,,,,,0
1172,human_evaluations_arm_4,,,,,,,,,,,,,,0
1173,human_evaluations_arm_4,,,,,,,,,,,,,,0
1174,human_evaluations_arm_4,,,,,,,,,,,,,,0
1175,human_evaluations_arm_4,,,,,,,,,,,,,,0
1176,human_evaluations_arm_4,,,,,,,,,,,,,,0
1177,human_evaluations_arm_4,,,,,,,,,,,,,,0
1178,human_evaluations_arm_4,,,,,,,,,,,,,,0
1179,human_evaluations_arm_4,,,,,,,,,,,,,,0
1180,human_evaluations_arm_4,,,,,,,,,,,,,,0
1181,human_evaluations_arm_4,,,,,,,,,,,,,,0
1182,human_evaluations_arm_4,,,,,,,,,,,,,,0
1183,human_evaluations_arm_4,,,,,,,,,,,,,,0
1184,human_evaluations_arm_4,,,,,,,,,,,,,,0
1185,human_evaluations_arm_4,,,,,,,,,,,,,,0
1186,human_evaluations_arm_4,,,,,,,,,,,,,,0
1187,human_evaluations_arm_4,,,,,,,,,,,,,,0
1188,human_evaluations_arm_4,,,,,,,,,,,,,,0
1189,human_evaluations_arm_4,,,,,,,,,,,,,,0
1190,human_evaluations_arm_4,,,,,,,,,,,,,,0
1191,human_evaluations_arm_4,,,,,,,,,,,,,,0
1192,human_evaluations_arm_4,,,,,,,,,,,,,,0
1193,human_evaluations_arm_4,,,,,,,,,,,,,,0
1194,human_evaluations_arm_4,,,,,,,,,,,,,,0
1195,human_evaluations_arm_4,,,,,,,,,,,,,,0
1196,human_evaluations_arm_4,10/21/24 21:12,1,2,5,1,3,2,3,1,1,0,0,10/21/24 21:30,2
1197,human_evaluations_arm_4,,,,,,,,,,,,,,0
1198,human_evaluations_arm_4,10/22/24 7:31,4,5,5,5,4,5,5,1,4,0,0,10/22/24 7:53,2
1199,human_evaluations_arm_4,,,,,,,,,,,,,,0
