record_id,redcap_event_name,start_time,end_time
1026,human_evaluations_arm_2,"2024-10-31 07:45:31","2024-10-31 07:52:26"
1026,human_evaluations_arm_3,,
1026,human_evaluations_arm_4,"2024-10-28 09:06:14","2024-10-28 09:20:45"
1026,human_evaluations_arm_5,,
1026,human_evaluations_arm_6,"2024-11-26 12:34:38","2024-11-26 12:40:18"
1026,human_evaluations_arm_9,"2024-11-06 18:12:52","2024-11-06 18:22:04"
1026,human_evaluations_arm_10,"2024-11-07 23:53:55","2024-11-08 00:06:06"
1027,human_evaluations_arm_2,"2024-10-31 08:01:18","2024-10-31 08:14:59"
1027,human_evaluations_arm_3,,
1027,human_evaluations_arm_4,"2024-11-12 12:09:17","2024-11-12 12:19:41"
1027,human_evaluations_arm_5,,
1027,human_evaluations_arm_6,"2024-11-26 12:41:38","2024-11-26 12:52:07"
1027,human_evaluations_arm_9,"2024-11-06 18:46:12","2024-11-06 19:04:10"
1027,human_evaluations_arm_10,"2024-11-08 00:06:27","2024-11-08 00:26:19"
1028,human_evaluations_arm_2,"2024-10-31 08:31:17","2024-10-31 08:41:50"
1028,human_evaluations_arm_3,"2024-12-10 06:44:26",
1028,human_evaluations_arm_4,,"2024-11-12 12:32:22"
1028,human_evaluations_arm_5,,
1028,human_evaluations_arm_6,"2024-11-26 14:24:53","2024-11-26 14:30:28"
1028,human_evaluations_arm_9,"2024-11-06 19:04:39","2024-11-06 19:20:05"
1028,human_evaluations_arm_10,"2024-11-08 00:26:41","2024-11-08 00:40:14"
1029,human_evaluations_arm_2,"2024-11-01 06:27:32","2024-11-01 06:35:05"
1029,human_evaluations_arm_3,,
1029,human_evaluations_arm_4,"2024-11-26 15:45:00","2024-11-26 15:53:59"
1029,human_evaluations_arm_5,,
1029,human_evaluations_arm_6,"2024-11-26 14:32:30","2024-11-26 14:40:18"
1029,human_evaluations_arm_9,"2024-11-06 19:26:41","2024-11-06 19:36:54"
1029,human_evaluations_arm_10,"2024-11-11 09:37:48","2024-11-11 09:47:49"
1030,human_evaluations_arm_2,"2024-11-01 06:49:06","2024-11-01 07:03:38"
1030,human_evaluations_arm_3,,
1030,human_evaluations_arm_4,"2024-11-30 05:28:22","2024-11-30 05:32:52"
1030,human_evaluations_arm_5,,
1030,human_evaluations_arm_6,"2024-11-26 14:40:52","2024-11-26 14:51:54"
1030,human_evaluations_arm_9,"2024-11-06 19:38:25","2024-11-06 19:53:05"
1030,human_evaluations_arm_10,"2024-11-11 09:48:25","2024-11-12 10:34:19"
1031,human_evaluations_arm_2,"2024-11-01 16:04:32","2024-11-01 16:14:43"
1031,human_evaluations_arm_3,,
1031,human_evaluations_arm_4,"2024-12-02 11:40:30","2024-12-02 11:43:28"
1031,human_evaluations_arm_5,,
1031,human_evaluations_arm_6,"2024-11-26 15:28:06","2024-11-26 15:34:30"
1031,human_evaluations_arm_9,"2024-11-07 09:17:39","2024-11-07 09:41:17"
1031,human_evaluations_arm_10,"2024-11-12 10:34:29","2024-11-12 10:54:11"
1032,human_evaluations_arm_2,"2024-11-02 14:26:49","2024-11-02 14:35:18"
1032,human_evaluations_arm_3,,
1032,human_evaluations_arm_4,"2024-12-02 11:43:59","2024-12-02 12:03:40"
1032,human_evaluations_arm_5,,
1032,human_evaluations_arm_6,"2024-11-26 19:48:15","2024-11-26 20:00:29"
1032,human_evaluations_arm_9,"2024-11-20 13:01:50","2024-11-20 13:08:58"
1032,human_evaluations_arm_10,"2024-11-12 10:54:26","2024-11-12 11:11:58"
1033,human_evaluations_arm_2,"2024-11-03 09:59:38","2024-11-03 10:09:45"
1033,human_evaluations_arm_3,,
1033,human_evaluations_arm_4,"2024-12-02 12:04:02","2024-12-02 12:13:53"
1033,human_evaluations_arm_5,,
1033,human_evaluations_arm_6,"2024-11-26 20:00:50","2024-11-26 20:07:47"
1033,human_evaluations_arm_9,"2024-11-07 10:16:58","2024-11-07 10:35:08"
1033,human_evaluations_arm_10,"2024-11-13 13:42:30","2024-11-13 14:07:16"
1034,human_evaluations_arm_2,"2024-11-03 10:15:34","2024-11-03 10:25:56"
1034,human_evaluations_arm_3,,
1034,human_evaluations_arm_4,"2024-12-02 12:15:00","2024-12-02 12:21:49"
1034,human_evaluations_arm_5,,
1034,human_evaluations_arm_6,"2024-11-26 20:08:29","2024-11-26 20:16:03"
1034,human_evaluations_arm_9,"2024-11-07 10:35:58","2024-11-07 10:52:32"
1034,human_evaluations_arm_10,"2024-11-13 14:08:44","2024-11-13 14:36:43"
1035,human_evaluations_arm_2,"2024-11-03 11:11:32","2024-11-03 11:23:28"
1035,human_evaluations_arm_3,,
1035,human_evaluations_arm_4,"2024-11-14 11:42:25","2024-11-14 11:48:37"
1035,human_evaluations_arm_5,,
1035,human_evaluations_arm_6,"2024-11-26 21:27:30","2024-11-26 21:36:41"
1035,human_evaluations_arm_9,"2024-11-07 10:56:33","2024-11-07 11:13:34"
1035,human_evaluations_arm_10,"2024-11-13 14:36:58","2024-11-13 14:51:09"
1036,human_evaluations_arm_2,"2024-11-04 06:57:00","2024-11-04 07:04:49"
1036,human_evaluations_arm_3,,
1036,human_evaluations_arm_4,"2024-10-28 09:21:44","2024-10-28 09:32:48"
1036,human_evaluations_arm_5,,
1036,human_evaluations_arm_6,"2024-11-26 21:36:56","2024-11-26 21:45:56"
1036,human_evaluations_arm_9,"2024-11-08 15:41:04","2024-11-08 16:02:26"
1036,human_evaluations_arm_10,"2024-11-25 13:07:05","2024-11-25 13:16:06"
1037,human_evaluations_arm_2,"2024-11-04 08:00:27","2024-11-04 08:08:00"
1037,human_evaluations_arm_3,,
1037,human_evaluations_arm_4,,"2024-11-07 11:00:24"
1037,human_evaluations_arm_5,,
1037,human_evaluations_arm_6,"2024-11-28 04:38:41","2024-11-28 04:46:59"
1037,human_evaluations_arm_9,"2024-11-08 16:09:11","2024-11-08 16:22:50"
1037,human_evaluations_arm_10,"2024-11-25 13:16:24","2024-11-25 13:39:54"
1038,human_evaluations_arm_2,"2024-11-04 09:58:53","2024-11-04 10:04:28"
1038,human_evaluations_arm_3,,
1038,human_evaluations_arm_4,"2024-11-07 10:30:53","2024-11-07 10:35:19"
1038,human_evaluations_arm_5,,
1038,human_evaluations_arm_6,"2024-11-28 04:47:23","2024-11-28 04:54:48"
1038,human_evaluations_arm_9,"2024-11-08 16:58:11","2024-11-08 17:22:38"
1038,human_evaluations_arm_10,"2024-11-25 13:47:26","2024-11-25 14:09:23"
1039,human_evaluations_arm_2,"2024-11-05 13:00:01","2024-11-05 13:07:11"
1039,human_evaluations_arm_3,,
1039,human_evaluations_arm_4,"2024-11-26 15:59:48","2024-11-26 16:10:10"
1039,human_evaluations_arm_5,,
1039,human_evaluations_arm_6,"2024-11-28 04:55:14","2024-11-28 05:02:19"
1039,human_evaluations_arm_9,"2024-11-08 16:43:33","2024-11-08 16:56:38"
1039,human_evaluations_arm_10,"2024-11-25 14:09:35","2024-11-25 14:36:02"
1040,human_evaluations_arm_2,"2024-11-05 16:44:29","2024-11-05 16:54:18"
1040,human_evaluations_arm_3,,
1040,human_evaluations_arm_4,,"2024-11-06 09:22:35"
1040,human_evaluations_arm_5,,
1040,human_evaluations_arm_6,"2024-11-28 12:01:01","2024-11-28 12:07:08"
1040,human_evaluations_arm_9,"2024-11-08 17:22:49","2024-11-08 17:35:44"
1040,human_evaluations_arm_10,"2024-11-25 14:36:15","2024-11-25 14:54:52"
1041,human_evaluations_arm_2,"2024-11-05 18:46:18","2024-11-05 18:57:03"
1041,human_evaluations_arm_3,,
1041,human_evaluations_arm_4,"2024-11-07 09:01:15","2024-11-07 09:10:23"
1041,human_evaluations_arm_5,,
1041,human_evaluations_arm_6,"2024-11-29 15:00:05","2024-11-29 15:03:28"
1041,human_evaluations_arm_9,"2024-11-08 17:44:35","2024-11-08 17:58:19"
1041,human_evaluations_arm_10,"2024-11-25 15:47:16","2024-11-25 15:55:11"
1042,human_evaluations_arm_2,"2024-11-06 15:49:24","2024-11-06 15:57:41"
1042,human_evaluations_arm_3,,
1042,human_evaluations_arm_4,"2024-11-30 05:08:17","2024-11-30 05:15:10"
1042,human_evaluations_arm_5,,
1042,human_evaluations_arm_6,"2024-12-09 12:54:19","2024-12-09 13:04:25"
1042,human_evaluations_arm_9,"2024-11-08 17:58:56","2024-11-08 18:11:06"
1042,human_evaluations_arm_10,"2024-11-25 15:55:24","2024-11-25 16:11:23"
1043,human_evaluations_arm_2,"2024-11-07 14:00:21","2024-11-07 14:09:10"
1043,human_evaluations_arm_3,,
1043,human_evaluations_arm_4,"2024-11-12 12:47:32","2024-11-12 12:59:20"
1043,human_evaluations_arm_5,,
1043,human_evaluations_arm_6,,
1043,human_evaluations_arm_9,"2024-11-08 18:12:33","2024-11-08 18:23:53"
1043,human_evaluations_arm_10,"2024-12-10 07:49:12","2024-12-10 07:57:22"
1044,human_evaluations_arm_2,"2024-11-07 15:47:50","2024-11-07 15:59:18"
1044,human_evaluations_arm_3,,
1044,human_evaluations_arm_4,"2024-12-02 12:24:11","2024-12-02 12:28:39"
1044,human_evaluations_arm_5,,
1044,human_evaluations_arm_6,,
1044,human_evaluations_arm_9,"2024-11-09 14:27:20","2024-11-09 14:43:33"
1044,human_evaluations_arm_10,"2024-12-10 07:57:34","2024-12-10 08:17:44"
1045,human_evaluations_arm_2,"2024-11-07 16:01:48","2024-11-07 16:09:37"
1045,human_evaluations_arm_3,,
1045,human_evaluations_arm_4,"2024-12-03 09:35:22","2024-12-03 09:44:15"
1045,human_evaluations_arm_5,,
1045,human_evaluations_arm_6,,
1045,human_evaluations_arm_9,"2024-11-09 14:44:54","2024-11-09 15:04:03"
1045,human_evaluations_arm_10,"2024-12-10 08:34:10","2024-12-10 08:47:49"
1046,human_evaluations_arm_2,"2024-11-08 16:10:34","2024-11-08 16:18:27"
1046,human_evaluations_arm_3,,
1046,human_evaluations_arm_4,"2024-12-03 10:02:30","2024-12-03 10:03:33"
1046,human_evaluations_arm_5,,
1046,human_evaluations_arm_6,,
1046,human_evaluations_arm_9,"2024-11-09 15:04:18","2024-11-09 15:12:32"
1046,human_evaluations_arm_10,"2024-12-10 20:30:32","2024-12-10 20:37:37"
1047,human_evaluations_arm_2,"2024-11-08 16:53:13","2024-11-08 17:01:28"
1047,human_evaluations_arm_3,,
1047,human_evaluations_arm_4,"2024-12-03 10:05:30","2024-12-03 11:05:47"
1047,human_evaluations_arm_5,,
1047,human_evaluations_arm_6,,
1047,human_evaluations_arm_9,"2024-11-09 15:12:52","2024-11-09 15:29:32"
1047,human_evaluations_arm_10,"2024-12-10 20:37:51","2024-12-10 20:49:10"
1048,human_evaluations_arm_2,"2024-11-08 17:09:07","2024-11-08 17:16:25"
1048,human_evaluations_arm_3,,
1048,human_evaluations_arm_4,"2024-12-04 13:22:08","2024-12-04 13:41:43"
1048,human_evaluations_arm_5,,
1048,human_evaluations_arm_6,,
1048,human_evaluations_arm_9,"2024-11-09 15:47:16","2024-11-09 15:58:38"
1048,human_evaluations_arm_10,"2024-12-10 20:49:34","2024-12-10 21:03:08"
1049,human_evaluations_arm_2,"2024-11-08 17:21:24","2024-11-08 17:26:12"
1049,human_evaluations_arm_3,,
1049,human_evaluations_arm_4,"2024-12-04 13:41:57","2024-12-04 13:45:53"
1049,human_evaluations_arm_5,,
1049,human_evaluations_arm_6,,
1049,human_evaluations_arm_9,"2024-11-09 18:48:56","2024-11-09 18:56:15"
1049,human_evaluations_arm_10,"2024-12-11 07:36:05","2024-12-11 07:44:02"
1050,human_evaluations_arm_2,"2024-11-09 10:13:09","2024-11-09 10:18:07"
1050,human_evaluations_arm_3,,
1050,human_evaluations_arm_4,"2024-12-04 13:50:54","2024-12-04 14:04:20"
1050,human_evaluations_arm_5,,
1050,human_evaluations_arm_6,,
1050,human_evaluations_arm_9,"2024-11-09 18:58:22","2024-11-09 19:06:22"
1050,human_evaluations_arm_10,"2024-12-11 07:44:16","2024-12-11 07:51:48"
1051,human_evaluations_arm_2,"2024-11-09 14:40:42","2024-11-09 14:44:02"
1051,human_evaluations_arm_3,,
1051,human_evaluations_arm_4,"2024-12-04 14:04:45","2024-12-04 14:11:02"
1051,human_evaluations_arm_5,,
1051,human_evaluations_arm_6,,
1051,human_evaluations_arm_9,"2024-11-09 19:06:38","2024-11-09 19:14:29"
1051,human_evaluations_arm_10,"2024-12-11 07:52:09","2024-12-11 07:59:42"
1052,human_evaluations_arm_2,"2024-11-09 14:50:55","2024-11-09 14:57:56"
1052,human_evaluations_arm_3,,
1052,human_evaluations_arm_4,"2024-12-05 11:29:43","2024-12-05 11:35:01"
1052,human_evaluations_arm_5,,
1052,human_evaluations_arm_6,,
1052,human_evaluations_arm_9,"2024-11-10 15:45:33","2024-11-10 15:58:42"
1052,human_evaluations_arm_10,"2024-12-11 08:00:00","2024-12-11 08:18:27"
1053,human_evaluations_arm_2,"2024-11-09 15:07:00","2024-11-09 15:18:22"
1053,human_evaluations_arm_3,,
1053,human_evaluations_arm_4,"2024-12-05 11:35:27","2024-12-05 11:49:47"
1053,human_evaluations_arm_5,,
1053,human_evaluations_arm_6,,
1053,human_evaluations_arm_9,"2024-11-10 15:58:56","2024-11-10 16:13:37"
1053,human_evaluations_arm_10,"2024-12-11 08:18:47","2024-12-11 08:35:21"
1054,human_evaluations_arm_2,"2024-11-10 14:07:31","2024-11-10 14:12:11"
1054,human_evaluations_arm_3,,
1054,human_evaluations_arm_4,"2024-12-05 11:51:36","2024-12-05 11:55:13"
1054,human_evaluations_arm_5,,
1054,human_evaluations_arm_6,,
1054,human_evaluations_arm_9,"2024-11-10 16:16:58","2024-11-10 16:24:48"
1054,human_evaluations_arm_10,"2024-12-11 08:36:30","2024-12-11 08:46:12"
1055,human_evaluations_arm_2,"2024-11-10 14:13:45","2024-11-10 14:21:05"
1055,human_evaluations_arm_3,,
1055,human_evaluations_arm_4,"2024-12-09 02:25:07","2024-12-09 02:26:16"
1055,human_evaluations_arm_5,,
1055,human_evaluations_arm_6,,
1055,human_evaluations_arm_9,"2024-11-10 16:24:59","2024-11-10 16:44:17"
1055,human_evaluations_arm_10,"2024-12-11 08:46:26","2024-12-11 09:00:13"
1056,human_evaluations_arm_2,"2024-11-10 14:24:58","2024-11-10 14:31:01"
1056,human_evaluations_arm_3,,
1056,human_evaluations_arm_4,"2024-12-09 02:59:25","2024-12-09 03:04:13"
1056,human_evaluations_arm_5,,
1056,human_evaluations_arm_6,,
1056,human_evaluations_arm_9,"2024-11-10 16:53:01","2024-11-10 17:04:23"
1056,human_evaluations_arm_10,"2024-12-11 09:00:36","2024-12-11 09:11:10"
